,folder,name,question,Item Type,Section,Type,Program,Language,Level,ID,SectionShort,date
7100,Inferential_Statistics/vufsw-equation-1023-en,vufsw-equation-1023-en,"If you were researching the effect of *hours *of training (predictor)
and *attitude *(moderator) on the performance of a specific skill (e.g.
the number of goals scored: *performance*), and the regression results
give you the following regression equation, how much **is the effect of
hours of training** on performance if *attitude *equals its mean? All
the variables in this regression are mean-centred.  
  
*Use a full stop/point as a decimal separator and round to 3
decimals.*  
  
*p**e**r**f**o**r**m**a**n**c**e* = 1.23<sup>\*</sup> + 0.112 × *a**t**t**i**t**u**d**e* + 0.531<sup>\*</sup> × *h**o**u**r**s* + 0.167<sup>\*</sup> × *a**t**t**i**t**u**d**e* × *h**o**u**r**s*  
  
\* indicates a statistically significant effect
",num,inferential statistics/regression/equation,performing analysis,NA,English,statistical literacy,890bc,inferential statistics/equation,2026-01-12
7101,Inferential_Statistics/vufsw-equation-1023-nl,vufsw-equation-1023-nl,"Als je het effect onderzocht van uren ""*hours*"" training (predictor) en
houding ""*attitude""* (moderator) op de prestaties van een specifieke
vaardigheid (bijv. Aantal gescoorde goals: *performance*), en de
regressieresultaten geven je de volgende regressievergelijking,
hoeveel **is het effect van uren training** op prestaties als houding
gelijk is aan het gemiddelde?  
*  
Alle variabelen in deze regressie zijn gecentreerd. Gebruik een punt als
decimaal scheidingsteken en rond af naar 3 decimalen.*  
  
*p**e**r**f**o**r**m**a**n**c**e* = 1.23<sup>\*</sup> + 0.112 × *a**t**t**i**t**u**d**e* + 0.531<sup>\*</sup> × *h**o**u**r**s* + 0.167<sup>\*</sup> × *a**t**t**i**t**u**d**e* × *h**o**u**r**s*
",num,inferential statistics/regression/equation,performing analysis,NA,Dutch,statistical literacy,066ac,inferential statistics/equation,2026-01-12
7127,Inferential_Statistics/vufsw-hypothesis-1185-en,vufsw-hypothesis-1185-en,"A politician thinks that in a new referendum on the Brexit, 53% of the
British would vote in favour of remaining in the EU.  
  
A researcher doubts that this assumption is true and thinks that this
percentage is lower. He draws a random sample of respondents (n=202) to
study this. In this sample, 51% of the respondents answer that in a new
referendum on the Brexit, they would vote in favour of remaining in the
EU.  
  
What is the probability to get such a proportion (or more extreme), if
we assume that the assumption of the politician is true?
Answerlist
----------
* 1.71%
* 2.22%
* 5.7%
* 19.78%
* 28.4%
",schoice,inferential statistics/nhst/hypothesis,performing analysis,calculator,English,statistical thinking,9a790,inferential statistics/hypothesis,2026-01-12
7128,Inferential_Statistics/vufsw-hypothesis-1185-nl,vufsw-hypothesis-1185-nl,"Een politicus denkt dat in een nieuw referendum over de Brexit 53% van de Britten voor handhaving in de EU zou stemmen.  
  
Een onderzoeker betwijfelt of deze assumptie waar is en denkt dat dit percentage lager is. Hij trekt een willekeurige steekproef van respondenten (n=202) om dit te dit te onderzoeken. In deze steekproef antwoordt 51% van de respondenten dat ze in een nieuw referendum over de Brexit, ze zouden stemmen voor het blijven in de EU.  
  
Wat is de kans om zo'n percentage (of extremer) te krijgen, als we aannemen dat de assumptie van de politicus waar is?
Answerlist
----------
* 1.71%
* 2.22%
* 5.7%
* 19.78%
* 28.4%
",schoice,inferential statistics/nhst/hypothesis,performing analysis,calculator,Dutch,statistical thinking,5fd63,inferential statistics/hypothesis,2026-01-12
7151,Inferential_Statistics/vufsw-independentsamplesmeans-1174-en,vufsw-independentsamplesmeans-1174-en,"With two brands of candles (Brand X and Brand Y), it has been tested how
many hours they will last. The results are below.  
  
![](1644999332975.png)
  
H<sub>0</sub>: mean1 - mean2 = 0  
H<sub>a</sub>: mean1 - mean2 is not equal to 0  
  
Draw conclusions about the hypotheses with a significance level of .01
(alpha = 1%).
Answerlist
----------
* We can reject the null hypothesis, since the absolute observed t-value
  is greater than the critical t-value.
* We can not reject the null hypothesis, since the absolute observed
  t-value is greater than the critical t-value.
* We can reject the null hypothesis, since the absolute observed t-value
  is less than the critical t-value.
* We can not reject the null hypothesis, since the absolute observed
  t-value is less than the critical t-value.
",schoice,inferential statistics/parametric techniques/t-test/independent samples means,performing analysis,calculator,English,statistical thinking,ca735,inferential statistics/independent samples means,2026-01-12
7152,Inferential_Statistics/vufsw-independentsamplesmeans-1174-nl,vufsw-independentsamplesmeans-1174-nl,"Met twee merken kaarsen (merk X en merk Y) is getest hoeveel hoeveel uur ze meegaan. De resultaten staan hieronder.  
  
![](1644999332975.png)
  
H<sub>0</sub>: mean1 - mean2 = 0 H<sub>a</sub>: mean1 - mean2 is niet gelijk aan 0  Trek conclusies over de hypothesen met een significantieniveau van .01 (alpha = 1%).
Antwoordenlijst
----------
* We kunnen de nulhypothese verwerpen, omdat de absolute waargenomen t-waarde groter is dan de kritische t-waarde.
* We kunnen de nulhypothese niet verwerpen, omdat de absolute waargenomen t-waarde groter is dan de kritische t-waarde.
* We kunnen de nulhypothese verwerpen, aangezien de absolute waargenomen t-waarde kleiner is dan de kritische t-waarde.
* We kunnen de nulhypothese niet verwerpen, aangezien de absolute waargenomen t-waarde kleiner is dan de kritische t-waarde.
",schoice,inferential statistics/parametric techniques/t-test/independent samples means,performing analysis,calculator,Dutch,statistical thinking,ba7be,inferential statistics/independent samples means,2026-01-12
7175,Inferential_Statistics/vufsw-manova-1040-en,vufsw-manova-1040-en,"A management consultant was interested in gauging the success of
different motivation-enhancing practices on employees. She had two
groups of employees who underwent different types of practices: a group
team-building exercise and a confidence-building meeting.  
  
After the motivational practice, participants were asked to endorse
eight statements relating to their motivation (on a five-point Likert
scale from 1 = disagree to 5 = agree): (1) I live for succeeding in my
job,  
(2) I look forward to work when I get up in the morning,  
(3) I do not like missing days through illness,  
(4) I want to work hard to gain a promotion,  
(5) I am going to be more successful this year than last,  
(6) I am in this job to pay the bills,  
(7) People who work harder than me irritate me,  
(8) I often look on the internet for other jobs.  
  
To ascertain whether the motivational practices had an effect on the
responses, the management consultant had to employ a MANOVA
with** \[--I--\]** dependent variables and a factor with** \[--II--\]**
categories. Give always a number as a response!
Answerlist
----------
* I. 8  
  II. 2
* I. 2  
  II. 8
* I. 7  
  II. 2
* I. 2  
  II. 7
",schoice,inferential statistics/parametric techniques/anova/manova,performing analysis,NA,English,statistical thinking,7441c,inferential statistics/manova,2026-01-12
7176,Inferential_Statistics/vufsw-manova-1040-nl,vufsw-manova-1040-nl,"Een managementconsultant was geïnteresseerd in het meten van het succes
van verschillende motivatie bevorderende *practises *bij werknemers. Ze
had twee groepen werknemers die verschillende soorten *practises*
ondergingen: een groep met een teambuilding opdracht en een
vertrouwensopbouwende bijeenkomst.  
   
Na de motiverende *practise* werd de deelnemers gevraagd acht stellingen
met betrekking tot hun motivatie in te vullen (op een Likert-schaal van
vijf punten van 1 = niet mee eens tot 5 = mee eens):  
(1) ik leef om te slagen in mijn werk,  
(2) ik kijk uit naar het werk als ik 's morgens opsta,  
(3) ik hou er niet van om dagen door ziekte te missen,  
(4) ik wil hard werken om promotie te krijgen,  
(5) ik zal dit jaar succesvoller zijn dan vorig jaar,  
(6) Ik doe dit werk om de rekeningen te betalen,  
(7) Mensen die harder werken dan ik irriteren me,  
(8) Ik zoek vaak op internet naar andere banen.  
  
Om na te gaan of de motiverende practises effect hadden op de gegeven
antwoorden, moest de managementconsultant een MANOVA test uitvoeren met
**\[--I--\] **afhankelijke variabelen en een factor met **\[--II--\]**
categorieën. Geef een rond getal als antwoord.
Answerlist
----------
* I. 8  
  II. 2
* I. 2  
  II. 8
* I. 7  
  II. 2
* I. 2  
  II. 7
",schoice,inferential statistics/parametric techniques/anova/manova,performing analysis,NA,Dutch,statistical thinking,8ca5f,inferential statistics/manova,2026-01-12
7365,Inferential_Statistics/vufsw-moderation-0243-en,vufsw-moderation-0243-en,"Below is a regression equation of a moderation model. The dependent variable ""**PINC**"" is personal monthly income (net, in euros). ""**MAN**"" is a dummy variable (female = 0; male =1); ""**FULLTIME**"" is a dummy variable indicating whether a person works 32 hours or more (score 1) or less than 32 hours of paid work per week (score 0).  
  
PINC = 1381 + 644\*MAN + 742\*FULLTIME - 128\*FULLTIME.  
  
Suppose we want to test whether the moderation effect (idem: interaction effect) of MAN on the relationship between FULLTIME and PINC is significant. What should we do then?
Answerlist
----------
* We should then check whether the value -128 is significantly different from 0.
* We must then check whether the value 742 is significantly different from 0.
* We must then check whether the difference between the value 742 and the value 644 deviates significantly from 0.
* We must then verify that the difference between the value 742 and the value -128 is significantly different from 0.
* We must then verify that the difference between the value 644 and the value -128 is significantly different from 0.
",schoice,inferential statistics/regression/multiple linear regression/moderation,performing analysis,NA,English,statistical literacy,7f81e,inferential statistics/moderation,2026-01-12
7366,Inferential_Statistics/vufsw-moderation-0243-nl,vufsw-moderation-0243-nl,"Hieronder staat een regressievergelijking van een moderatie-model. De
afhankelijke variabele “**PINC**” is persoonlijk maandinkomen (netto, in
euro’s). “**MAN**” is een dummy variabele (vrouw = 0; man =1);
“**FULLTIME**” is een dummy variabele die aangeeft of iemand 32 uur of
meer (score 1) of minder dan 32 uur per week betaalde arbeid verricht
(score 0).  
  
PINC = 1381 + 644\*MAN + 742\*FULLTIME – 128\*MAN\*FULLTIME.  
  
Stel, we willen toetsen of het moderatie-effect (idem:
interactie-effect) van MAN op de relatie tussen FULLTIME en PINC
significant is. Wat moeten we dan doen?
Answerlist
----------
* We moeten dan nagaan of de waarde -128 significant afwijkt van 0.
* We moeten dan nagaan of de waarde 742 significant afwijkt van 0.
* We moeten dan nagaan of het verschil tussen de waarde 742 en de waarde
  644 significant afwijkt van 0.
* We moeten dan nagaan of het verschil tussen de waarde 742 en de waarde
  -128 significant afwijkt van 0.
* We moeten dan nagaan of het verschil tussen de waarde 644 en de waarde
  -128 significant afwijkt van 0.
",schoice,inferential statistics/regression/multiple linear regression/moderation,performing analysis,NA,Dutch,statistical literacy,dd5e1,inferential statistics/moderation,2026-01-12
7459,Inferential_Statistics/vufsw-multiple_linear_regression-1227-en,vufsw-multiple_linear_regression-1227-en,"Given is the following incomplete output. Occupational prestige is the
dependent variable, and age in years, education in number of years of
the respondent, the father and the mother are the independent
variables.  
   
  
<table class=""fr-alternate-rows tvcss_2 tvcss_3"" style=""width:100%;"">
<colgroup>
<col style=""width: 14%"" />
<col style=""width: 14%"" />
<col style=""width: 14%"" />
<col style=""width: 14%"" />
<col style=""width: 14%"" />
<col style=""width: 14%"" />
<col style=""width: 14%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td colspan=""7""
class=""tvcss_4 tvcss_5""><strong>Coefficients</strong><sup><strong>a</strong></sup><br />
</td>
</tr>
<tr class=""even"">
<td colspan=""2"" rowspan=""2"" class=""tvcss_6""><br />
<br />
Model<br />
</td>
<td colspan=""2"" class=""tvcss_7 tvcss_5"">Unstandardized
Coefficients<br />
</td>
<td class=""tvcss_8 tvcss_5"">Standardized Coefficients<br />
</td>
<td rowspan=""2"" class=""tvcss_9 tvcss_5""><br />
<br />
t<br />
</td>
<td rowspan=""2"" class=""tvcss_10 tvcss_5""><br />
<br />
Sig.<br />
</td>
</tr>
<tr class=""odd"">
<td class=""tvcss_11 tvcss_5"">B<br />
</td>
<td class=""tvcss_12 tvcss_5"">Std. Error<br />
</td>
<td class=""tvcss_13 tvcss_5"">Beta<br />
</td>
</tr>
<tr class=""even"">
<td rowspan=""5"" class=""tvcss_14 tvcss_15"">1<br />
</td>
<td class=""tvcss_16"">(Constant)<br />
</td>
<td class=""tvcss_11 tvcss_5"">4.339<br />
</td>
<td class=""tvcss_12 tvcss_5"">1.839<br />
</td>
<td class=""tvcss_13 tvcss_5""><br />
</td>
<td class=""tvcss_17 tvcss_5"">2.359<br />
</td>
<td class=""tvcss_18 tvcss_5"">.018<br />
</td>
</tr>
<tr class=""odd"">
<td class=""tvcss_16"">age age at day of interview<br />
</td>
<td class=""tvcss_11 tvcss_5"">.085<br />
</td>
<td class=""tvcss_12 tvcss_5"">.021<br />
</td>
<td class=""tvcss_13 tvcss_5"">.056<br />
</td>
<td class=""tvcss_17""><br />
</td>
<td class=""tvcss_18""><br />
</td>
</tr>
<tr class=""even"">
<td class=""tvcss_16"">edu education level attained (years)<br />
</td>
<td class=""tvcss_11 tvcss_5"">2.709<br />
</td>
<td class=""tvcss_12 tvcss_5"">.070<br />
</td>
<td class=""tvcss_13 tvcss_5"">.610<br />
</td>
<td class=""tvcss_17""><br />
</td>
<td class=""tvcss_18""><br />
</td>
</tr>
<tr class=""odd"">
<td class=""tvcss_16"">eduf educ level father<br />
</td>
<td class=""tvcss_11 tvcss_5"">.446<br />
</td>
<td class=""tvcss_12 tvcss_5"">.090<br />
</td>
<td class=""tvcss_13 tvcss_5"">.085<br />
</td>
<td class=""tvcss_17""><br />
</td>
<td class=""tvcss_18""><br />
</td>
</tr>
<tr class=""even"">
<td class=""tvcss_16"">edum educ level mother<br />
</td>
<td class=""tvcss_11 tvcss_5"">.018<br />
</td>
<td class=""tvcss_12 tvcss_5"">.141<br />
</td>
<td class=""tvcss_13 tvcss_5"">.002<br />
</td>
<td class=""tvcss_17""><br />
</td>
<td class=""tvcss_18""><br />
</td>
</tr>
<tr class=""odd"">
<td colspan=""7"" class=""tvcss_4"">a. Dependent Variable: occpre
occupational prestige (highest)<br />
</td>
</tr>
</tbody>
</table>
   
Which of the four independent variables has a statistically significant
effect on occupational prestige?
Answerlist
----------
* Age, education respondent, and education father.
* Age, education respondent, and education mother.
* Age, education respondent, education father, and education mother.
* Age and education respondent.
",schoice,inferential statistics/regression/multiple linear regression,performing analysis,calculator,English,statistical literacy,58f3f,inferential statistics/multiple linear regression,2026-01-12
7460,Inferential_Statistics/vufsw-multiple_linear_regression-1227-nl,vufsw-multiple_linear_regression-1227-nl,"Gegeven is de volgende onvolledige uitvoer. Beroepsprestige is de afhankelijke variabele, en leeftijd in jaren, opleiding in aantal jaren van de respondent, de vader en de moeder zijn de onafhankelijke variabelen.  
   
  
<table class=""fr-alternate-rows tvcss_2 tvcss_3"" style=""width:100%;""> <colgroup> <col style=""width: 14%"" /> <col style=""width: 14%"" /> <col style=""width: 14%"" /> <col style=""width: 14%"" /> <col style=""width: 14%"" /> <col style=""width: 14%"" /> <col style=""width: 14%"" /> </colgroep> <tbody> <tr class=""odd""> <td colspan=""7"" class=""tvcss_4 tvcss_5""><strong>Coefficients</strong><sup><strong>a</strong></sup><br /> </td> </tr> <tr class=""even""> <td colspan=""2"" rowspan=""2"" class=""tvcss_6""><br /> <br /> Model<br /> </td> <td colspan=""2"" class=""tvcss_7 tvcss_5"">Gestandaardiseerde Coëfficiënten<br /> </td> <td class=""tvcss_8 tvcss_5"">Genormaliseerde coëfficiënten<br /> </td> <td rowspan=""2"" class=""tvcss_9 tvcss_5""><br /> <br /> t<br /> </td> <td rowspan=""2"" class=""tvcss_10 tvcss_5""><br /> <br /> Sig.<br /> </td> </tr> <tr class=""odd""> <td class=""tvcss_11 tvcss_5"">B<br /> </td> <td class=""tvcss_12 tvcss_5"">Std. fout<br /> </td> <td class=""tvcss_13 tvcss_5"">Beta<br /> </td> </tr> <tr class=""even""> <td rowspan=""5"" class=""tvcss_14 tvcss_15"">1<br /> </td> <td class=""tvcss_16"">(Constant)<br /> </td> <td class=""tvcss_11 tvcss_5"">4.339<br /> </td> <td class=""tvcss_12 tvcss_5"">1.839<br /> </td> <td class=""tvcss_13 tvcss_5""><br /> </td> <td class=""tvcss_17 tvcss_5"">2.359<br /> </td> <td class=""tvcss_18 tvcss_5"">.018<br /> </td> </tr> <tr class=""odd""> <td class=""tvcss_16"">leeftijd op dag van interview<br /> </td> <td class=""tvcss_11 tvcss_5"">.085<br /> </td> <td class=""tvcss_12 tvcss_5"">.021<br /> </td> <td class=""tvcss_13 tvcss_5"">.056<br /> </td> <td class=""tvcss_17""><br /> </td> <td class=""tvcss_18""><br /> </td> </tr> <tr class=""even""> <td class=""tvcss_16"">edu bereikt onderwijsniveau (jaren)<br /> </td> <td class=""tvcss_11 tvcss_5"">2.709<br /> </td> <td class=""tvcss_12 tvcss_5"">.070<br /> </td> <td class=""tvcss_13 tvcss_5"">.610<br /> </td> <td class=""tvcss_17""><br /> </td> <td class=""tvcss_18""><br /> </td> </tr> <tr class=""odd""> <td class=""tvcss_16"">eduf opleidingsniveau vader<br /> </td> <td class=""tvcss_11 tvcss_5"">.446<br /> </td> <td class=""tvcss_12 tvcss_5"">.090<br /> </td> <td class=""tvcss_13 tvcss_5"">.085<br /> </td> <td class=""tvcss_17""><br /> </td> <td class=""tvcss_18""><br /> </td> </tr> <tr class=""even""> <td class=""tvcss_16"">edum opleidingsniveau moeder<br /> </td> <td class=""tvcss_11 tvcss_5"">.018<br /> </td> <td class=""tvcss_12 tvcss_5"">.141<br /> </td> <td class=""tvcss_13 tvcss_5"">.002<br /> </td> <td class=""tvcss_17""><br /> </td> <td class=""tvcss_18""><br /> </td> </tr> <tr class=""odd""> <td colspan=""7"" class=""tvcss_4"">a. Afhankelijke variabele: occpre beroepsprestige (hoogste)<br /> </td> </tr> </tbody> </tabel>
   
Welke van de vier onafhankelijke variabelen heeft een statistisch significant effect op beroepsprestige?
Answerlist
----------
* Leeftijd, opleiding respondent en opleiding vader.
* Leeftijd, opleiding respondent en opleiding moeder.
* Leeftijd, opleiding respondent, opleiding vader, en opleiding moeder.
* Leeftijd en opleiding respondent.
",schoice,inferential statistics/regression/multiple linear regression,performing analysis,calculator,Dutch,statistical literacy,15bc5,inferential statistics/multiple linear regression,2026-01-12
